"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.full_text","Answer.emotion.label","Approve","Reject"
"3D3B8GE892LYGPFUNUTBABV8GAJP97","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 10:03:10 PDT 2020","3","BatchId:3953815;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 10:03:10 PDT 2020","","","31QTRG6Q2U7F3ALWM8QTYBKLGJ8PY4","A2HNFGGUYFSPXA","Approved","Thu Mar 12 10:05:28 PDT 2020","Thu Mar 12 10:05:35 PDT 2020","Sat Mar 14 10:05:35 PDT 2020","Thu Mar 12 10:07:48 PDT 2020","","","7","100% (5/5)","100% (5/5)","100% (5/5)","Across organizations, there's a level of trust that can be credited to success. Our report w / @fmicorporation, “ Trust Matters: The High Cost of Low Trust, ” uncovers the benefits + costs of #construction in the millions.","Trust / Faith"
"3D3B8GE892LYGPFUNUTBABV8GAJP97","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 10:03:10 PDT 2020","3","BatchId:3953815;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 10:03:10 PDT 2020","","","33SA9F9TRYO7HE16YTSUJ201R46EW9","A2L9QL5S7KUL6V","Approved","Thu Mar 12 10:04:30 PDT 2020","Thu Mar 12 10:04:49 PDT 2020","Sat Mar 14 10:04:49 PDT 2020","Thu Mar 12 10:07:48 PDT 2020","","","19","100% (8/8)","100% (8/8)","100% (8/8)","Across organizations, there's a level of trust that can be credited to success. Our report w / @fmicorporation, “ Trust Matters: The High Cost of Low Trust, ” uncovers the benefits + costs of #construction in the millions.","Excitement / Anticipation"
"3D3B8GE892LYGPFUNUTBABV8GAJP97","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 10:03:10 PDT 2020","3","BatchId:3953815;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 10:03:10 PDT 2020","","","3DY46V3X3QCD8CTTRRCIP8HBUE355I","A2SDK993QYEAWJ","Approved","Thu Mar 12 10:04:04 PDT 2020","Thu Mar 12 10:04:10 PDT 2020","Sat Mar 14 10:04:10 PDT 2020","Thu Mar 12 10:07:48 PDT 2020","","","6","100% (3/3)","100% (3/3)","100% (3/3)","Across organizations, there's a level of trust that can be credited to success. Our report w / @fmicorporation, “ Trust Matters: The High Cost of Low Trust, ” uncovers the benefits + costs of #construction in the millions.","Happiness / Joy"
"3EKZL9T8Y8G816O9G1VX3SUP04DHCC","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 10:03:10 PDT 2020","3","BatchId:3953815;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 10:03:10 PDT 2020","","","33PPO7FECW9KOD31DHDVCT98CH7IDD","A191V7PT3DQKDP","Approved","Thu Mar 12 10:05:04 PDT 2020","Thu Mar 12 10:05:37 PDT 2020","Sat Mar 14 10:05:37 PDT 2020","Thu Mar 12 10:07:49 PDT 2020","","","33","95% (21/22)","95% (21/22)","95% (21/22)","#HONESTY is always at the core of a solid foundation of TRUST. Honesty doesn't allow for being crass, rude or obnoxious, but honesty speaks a language of CARE, EMPATHY, SINCERITY & SECURITY.","Trust / Faith"
"3EKZL9T8Y8G816O9G1VX3SUP04DHCC","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 10:03:10 PDT 2020","3","BatchId:3953815;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 10:03:10 PDT 2020","","","3LOTDFNYA8TZNS12T4C01KL135LFWS","AGSRF3XBJHL78","Approved","Thu Mar 12 10:05:08 PDT 2020","Thu Mar 12 10:05:40 PDT 2020","Sat Mar 14 10:05:40 PDT 2020","Thu Mar 12 10:07:49 PDT 2020","","","32","100% (3/3)","100% (3/3)","100% (3/3)","#HONESTY is always at the core of a solid foundation of TRUST. Honesty doesn't allow for being crass, rude or obnoxious, but honesty speaks a language of CARE, EMPATHY, SINCERITY & SECURITY.","Excitement / Anticipation"
"3EKZL9T8Y8G816O9G1VX3SUP04DHCC","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 10:03:10 PDT 2020","3","BatchId:3953815;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 10:03:10 PDT 2020","","","3QIYRE09Y4BIAJYGU46SGZ4G9JYN18","A2JMEBP6VQCF3C","Approved","Thu Mar 12 10:04:52 PDT 2020","Thu Mar 12 10:04:58 PDT 2020","Sat Mar 14 10:04:58 PDT 2020","Thu Mar 12 10:07:49 PDT 2020","","","6","67% (4/6)","67% (4/6)","67% (4/6)","#HONESTY is always at the core of a solid foundation of TRUST. Honesty doesn't allow for being crass, rude or obnoxious, but honesty speaks a language of CARE, EMPATHY, SINCERITY & SECURITY.","Happiness / Joy"
"3PIOQ99R7YGWXWRK5QBA2IDRTGSUN7","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 10:03:10 PDT 2020","3","BatchId:3953815;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 10:03:10 PDT 2020","","","3AZHRG4CU5EBZQKOG2IDTGN0ZA1305","A191V7PT3DQKDP","Approved","Thu Mar 12 10:05:17 PDT 2020","Thu Mar 12 10:05:28 PDT 2020","Sat Mar 14 10:05:28 PDT 2020","Thu Mar 12 10:07:51 PDT 2020","","","11","95% (21/22)","95% (21/22)","95% (21/22)","God doesn’t need our help or our correction; this is a lesson that Peter learned, and it’s a lesson that we also have to learn. ","Trust / Faith"
"3PIOQ99R7YGWXWRK5QBA2IDRTGSUN7","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 10:03:10 PDT 2020","3","BatchId:3953815;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 10:03:10 PDT 2020","","","3GA6AFUKOPIMAQQKEAPYZ8MHLR43H8","AGSRF3XBJHL78","Approved","Thu Mar 12 10:06:50 PDT 2020","Thu Mar 12 10:07:08 PDT 2020","Sat Mar 14 10:07:08 PDT 2020","Thu Mar 12 10:07:52 PDT 2020","","","18","100% (3/3)","100% (3/3)","100% (3/3)","God doesn’t need our help or our correction; this is a lesson that Peter learned, and it’s a lesson that we also have to learn. ","Happiness / Joy"
"3PIOQ99R7YGWXWRK5QBA2IDRTGSUN7","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 10:03:10 PDT 2020","3","BatchId:3953815;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 10:03:10 PDT 2020","","","3HWRJOOET6WEAXKXEOITMDXGLRASE8","A2HNFGGUYFSPXA","Approved","Thu Mar 12 10:05:14 PDT 2020","Thu Mar 12 10:05:28 PDT 2020","Sat Mar 14 10:05:28 PDT 2020","Thu Mar 12 10:07:52 PDT 2020","","","14","100% (5/5)","100% (5/5)","100% (5/5)","God doesn’t need our help or our correction; this is a lesson that Peter learned, and it’s a lesson that we also have to learn. ","Excitement / Anticipation"
"335HHSX8CDZI6YUNGXQ8NYC7L4PHDC","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 10:03:10 PDT 2020","3","BatchId:3953815;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 10:03:10 PDT 2020","","","3E337GFOLA2FEYOJCNRVNM8MB8HGN1","A1MEEY4M9GP8BX","Approved","Thu Mar 12 10:05:48 PDT 2020","Thu Mar 12 10:05:58 PDT 2020","Sat Mar 14 10:05:58 PDT 2020","Thu Mar 12 10:07:46 PDT 2020","","","10","100% (6/6)","100% (6/6)","100% (6/6)","A privilege to welcome Captain Tibo De Posese MN the Commanding Officer of D621 FS Chevalier Paul to @DartmouthBRNC and for sharing his views on leadership with the St George Division (Senior Upper Yardsmen)  leadership #WednesdayThoughts","Happiness / Joy"
