"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.full_text","Answer.emotion.label","Approve","Reject"
"31N9JPQXIPCRSAL05R4BJ3O1Z8SNH1","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 13:03:37 PDT 2020","3","BatchId:3954052;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 13:03:37 PDT 2020","","","31HQ4X3T3T4SG3UPVA5XZ8N0UP1LSG","A3B1ANGP0TMETB","Approved","Thu Mar 12 13:06:13 PDT 2020","Thu Mar 12 13:06:45 PDT 2020","Sat Mar 14 13:06:45 PDT 2020","Thu Mar 12 13:09:29 PDT 2020","","","32","100% (6/6)","100% (6/6)","100% (6/6)","#HunterBiden STOP hiding behind Daddy @JoeBiden #JoeBiden & be a REAL man & accept @DonaldJTrumpJr challenges or are you a immature #Babycrats !","Excitement / Anticipation"
"31N9JPQXIPCRSAL05R4BJ3O1Z8SNH1","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 13:03:37 PDT 2020","3","BatchId:3954052;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 13:03:37 PDT 2020","","","3I2PTA7R3UO5JHXUI64RP8VKN1CQKU","A1FCJ277766WDV","Approved","Thu Mar 12 13:13:30 PDT 2020","Thu Mar 12 13:13:50 PDT 2020","Sat Mar 14 13:13:50 PDT 2020","Thu Mar 12 13:16:47 PDT 2020","","","20","100% (1/1)","100% (1/1)","100% (1/1)","#HunterBiden STOP hiding behind Daddy @JoeBiden #JoeBiden & be a REAL man & accept @DonaldJTrumpJr challenges or are you a immature #Babycrats !","Anger"
"31N9JPQXIPCRSAL05R4BJ3O1Z8SNH1","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 13:03:37 PDT 2020","3","BatchId:3954052;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 13:03:37 PDT 2020","","","3YWRV122CTTDG92AQQRT94JIVMN8UX","A2MCNGY62MPRI5","Approved","Thu Mar 12 13:04:23 PDT 2020","Thu Mar 12 13:05:39 PDT 2020","Sat Mar 14 13:05:39 PDT 2020","Thu Mar 12 13:09:29 PDT 2020","","","76","100% (20/20)","100% (20/20)","100% (20/20)","#HunterBiden STOP hiding behind Daddy @JoeBiden #JoeBiden & be a REAL man & accept @DonaldJTrumpJr challenges or are you a immature #Babycrats !","Fear"
"3RBI0I35XEX6A1IFX8OKWPLYKNEY3V","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 13:03:37 PDT 2020","3","BatchId:3954052;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 13:03:37 PDT 2020","","","3GU1KF0O4JVJQ2SLCGC9Q0MKVBGBP3","A2MCNGY62MPRI5","Approved","Thu Mar 12 13:04:42 PDT 2020","Thu Mar 12 13:06:36 PDT 2020","Sat Mar 14 13:06:36 PDT 2020","Thu Mar 12 13:09:33 PDT 2020","","","114","100% (20/20)","100% (20/20)","100% (20/20)","#Oremus: In the name of Jesus Christ, I renounce the spirit of timor. ","Fear"
"3RBI0I35XEX6A1IFX8OKWPLYKNEY3V","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 13:03:37 PDT 2020","3","BatchId:3954052;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 13:03:37 PDT 2020","","","3RRCEFRB7N6X1962EWKLN2BP4FL4B6","A3UF6XXFFRR237","Approved","Thu Mar 12 13:06:08 PDT 2020","Thu Mar 12 13:06:50 PDT 2020","Sat Mar 14 13:06:50 PDT 2020","Thu Mar 12 13:09:33 PDT 2020","","","42","100% (3/3)","100% (3/3)","100% (3/3)","#Oremus: In the name of Jesus Christ, I renounce the spirit of timor. ","Trust / Faith"
"3RBI0I35XEX6A1IFX8OKWPLYKNEY3V","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 13:03:37 PDT 2020","3","BatchId:3954052;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 13:03:37 PDT 2020","","","3Z3ZLGNNSJOZNJPNX0CS8MEICFQ3QW","A3B1ANGP0TMETB","Approved","Thu Mar 12 13:05:07 PDT 2020","Thu Mar 12 13:05:19 PDT 2020","Sat Mar 14 13:05:19 PDT 2020","Thu Mar 12 13:09:33 PDT 2020","","","12","100% (6/6)","100% (6/6)","100% (6/6)","#Oremus: In the name of Jesus Christ, I renounce the spirit of timor. ","Trust / Faith"
"3VO4XFFP15GF2ISG8AAGWKUCQGJQ7P","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 13:03:37 PDT 2020","3","BatchId:3954052;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 13:03:37 PDT 2020","","","31QTRG6Q2U7F3ALWM8QTYBKLGKYYP5","A3B1ANGP0TMETB","Approved","Thu Mar 12 13:06:06 PDT 2020","Thu Mar 12 13:06:23 PDT 2020","Sat Mar 14 13:06:23 PDT 2020","Thu Mar 12 13:09:34 PDT 2020","","","17","100% (6/6)","100% (6/6)","100% (6/6)","Stranger_Things strangerwriters @netflix @Milliestopshate Can we freeze the Covid - 19 in the upside down?!","Anger"
"3VO4XFFP15GF2ISG8AAGWKUCQGJQ7P","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 13:03:37 PDT 2020","3","BatchId:3954052;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 13:03:37 PDT 2020","","","3TY7ZAOG5GEHVOSV18ACA242AXDK0P","A2MCNGY62MPRI5","Approved","Thu Mar 12 13:04:25 PDT 2020","Thu Mar 12 13:05:43 PDT 2020","Sat Mar 14 13:05:43 PDT 2020","Thu Mar 12 13:09:34 PDT 2020","","","78","100% (20/20)","100% (20/20)","100% (20/20)","Stranger_Things strangerwriters @netflix @Milliestopshate Can we freeze the Covid - 19 in the upside down?!","Excitement / Anticipation"
"3VO4XFFP15GF2ISG8AAGWKUCQGJQ7P","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 13:03:37 PDT 2020","3","BatchId:3954052;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 13:03:37 PDT 2020","","","3WZ36BJEV4AHIULSTXLTVANHKE1TBQ","ATBGHQ2VYNIVZ","Approved","Thu Mar 12 13:05:08 PDT 2020","Thu Mar 12 13:05:22 PDT 2020","Sat Mar 14 13:05:22 PDT 2020","Thu Mar 12 13:09:34 PDT 2020","","","14","100% (9/9)","100% (9/9)","100% (9/9)","Stranger_Things strangerwriters @netflix @Milliestopshate Can we freeze the Covid - 19 in the upside down?!","Excitement / Anticipation"
"3T8DUCXY0N0W8H814B2VFLW55D6T9I","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 13:03:37 PDT 2020","3","BatchId:3954052;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 13:03:37 PDT 2020","","","326O153BMJS8881FHYN4REBGKPQEDS","A2MCNGY62MPRI5","Approved","Thu Mar 12 13:04:30 PDT 2020","Thu Mar 12 13:05:59 PDT 2020","Sat Mar 14 13:05:59 PDT 2020","Thu Mar 12 13:09:33 PDT 2020","","","89","100% (20/20)","100% (20/20)","100% (20/20)","This photo was taken in the basement of our old house. The woman in the selfie is currently doing time for murder. Since we've moved here we have noticed things happening. Do you think it followed us?","Fear"
