"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.full_text","Answer.emotion.label","Approve","Reject"
"3M47JKRKCXVQSEEF36OO4F9G1ZA68S","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","369J354OFE477DIRD65ELBM0GIHG6G","A3F9N2P4NUUR7S","Approved","Thu Mar 12 08:53:23 PDT 2020","Thu Mar 12 08:54:23 PDT 2020","Sat Mar 14 08:54:23 PDT 2020","Thu Mar 12 08:55:22 PDT 2020","","","60","100% (12/12)","100% (12/12)","100% (12/12)","Happiness has no limits and is contagious at the same time; be cautious not to be out of its radius. Everyone has their own ideology of happiness.","Happiness / Joy"
"3M47JKRKCXVQSEEF36OO4F9G1ZA68S","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","3LOZAJ85YE7UBYUGFETFJK5J33B2XD","A191V7PT3DQKDP","Approved","Thu Mar 12 08:52:05 PDT 2020","Thu Mar 12 08:52:25 PDT 2020","Sat Mar 14 08:52:25 PDT 2020","Thu Mar 12 08:54:31 PDT 2020","","","20","95% (21/22)","95% (21/22)","95% (21/22)","Happiness has no limits and is contagious at the same time; be cautious not to be out of its radius. Everyone has their own ideology of happiness.","Happiness / Joy"
"3M47JKRKCXVQSEEF36OO4F9G1ZA68S","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","3ZSANO2JCG16GBKT9Z2Z4VIGXRDFSZ","A2TZAXWOB3JMNV","Approved","Thu Mar 12 08:50:53 PDT 2020","Thu Mar 12 08:51:02 PDT 2020","Sat Mar 14 08:51:02 PDT 2020","Thu Mar 12 08:54:31 PDT 2020","","","9","100% (20/20)","100% (20/20)","100% (20/20)","Happiness has no limits and is contagious at the same time; be cautious not to be out of its radius. Everyone has their own ideology of happiness.","Happiness / Joy"
"30QQTY5GMKE7UBZXPJUL6LR1T1LU7U","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","31QTRG6Q2U7F3ALWM8QTYBKLGIWYPZ","A2TZAXWOB3JMNV","Approved","Thu Mar 12 08:53:20 PDT 2020","Thu Mar 12 08:53:34 PDT 2020","Sat Mar 14 08:53:34 PDT 2020","Thu Mar 12 08:55:14 PDT 2020","","","14","100% (20/20)","100% (20/20)","100% (20/20)","Emotion #emotion #kapit_lang_tarsier #yolo #versace_on_the_floor @ Quezon City, Philippines","Happiness / Joy"
"30QQTY5GMKE7UBZXPJUL6LR1T1LU7U","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","358UUM7WR0XH035ACR4IQT03D2C7R2","AJWYI4RSL605P","Approved","Thu Mar 12 08:52:01 PDT 2020","Thu Mar 12 08:52:12 PDT 2020","Sat Mar 14 08:52:12 PDT 2020","Thu Mar 12 08:55:15 PDT 2020","","","11","100% (9/9)","100% (9/9)","100% (9/9)","Emotion #emotion #kapit_lang_tarsier #yolo #versace_on_the_floor @ Quezon City, Philippines","Happiness / Joy"
"30QQTY5GMKE7UBZXPJUL6LR1T1LU7U","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","3C2NJ6JBKBBPZ4GCD866LIEL1P12NT","A1G5PO0BLQPBJ7","Approved","Thu Mar 12 08:51:48 PDT 2020","Thu Mar 12 08:52:11 PDT 2020","Sat Mar 14 08:52:11 PDT 2020","Thu Mar 12 08:54:28 PDT 2020","","","23","100% (4/4)","100% (4/4)","100% (4/4)","Emotion #emotion #kapit_lang_tarsier #yolo #versace_on_the_floor @ Quezon City, Philippines","Excitement / Anticipation"
"3ROUCZ907FOJ2C7ZAJZEI1L7147OO1","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","3483FV8BEFDHSJAKERKPJ7SZ6ZC26J","A2TZAXWOB3JMNV","Approved","Thu Mar 12 08:51:22 PDT 2020","Thu Mar 12 08:51:26 PDT 2020","Sat Mar 14 08:51:26 PDT 2020","Thu Mar 12 08:54:33 PDT 2020","","","4","100% (20/20)","100% (20/20)","100% (20/20)","It’s Thursday once again so Happy #ThistleThursday everyone","Happiness / Joy"
"3ROUCZ907FOJ2C7ZAJZEI1L7147OO1","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","3LO69W1SU47PQYLY0ABGAU4X6C5LGQ","A3403VM3RQQ55G","Approved","Thu Mar 12 08:51:55 PDT 2020","Thu Mar 12 08:52:06 PDT 2020","Sat Mar 14 08:52:06 PDT 2020","Thu Mar 12 08:54:33 PDT 2020","","","11","100% (2/2)","100% (2/2)","100% (2/2)","It’s Thursday once again so Happy #ThistleThursday everyone","Happiness / Joy"
"3ROUCZ907FOJ2C7ZAJZEI1L7147OO1","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","3OVR4I9USQDK5F8RXEHBIR6OQDJQ4X","A3F9N2P4NUUR7S","Approved","Thu Mar 12 08:51:36 PDT 2020","Thu Mar 12 08:52:23 PDT 2020","Sat Mar 14 08:52:23 PDT 2020","Thu Mar 12 08:54:33 PDT 2020","","","47","100% (12/12)","100% (12/12)","100% (12/12)","It’s Thursday once again so Happy #ThistleThursday everyone","Happiness / Joy"
"34YWR3PJ284LT4T89PKZBDGIF5WX0P","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","3M23Y66PO31AXIRI86ZVAP534SAS69","A2TZAXWOB3JMNV","Approved","Thu Mar 12 08:51:17 PDT 2020","Thu Mar 12 08:51:22 PDT 2020","Sat Mar 14 08:51:22 PDT 2020","Thu Mar 12 08:54:30 PDT 2020","","","5","100% (20/20)","100% (20/20)","100% (20/20)","Man of the match Satyam Mukherje of Aditya School Of Sports Congratulations Boys!!!","Happiness / Joy"
"34YWR3PJ284LT4T89PKZBDGIF5WX0P","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","3OVHNO1VE7V6J3SBDL1HCOCY8TXZDD","A1PDBRYBFMMFNY","Approved","Thu Mar 12 08:51:20 PDT 2020","Thu Mar 12 08:51:55 PDT 2020","Sat Mar 14 08:51:55 PDT 2020","Thu Mar 12 08:54:30 PDT 2020","","","35","100% (2/2)","100% (2/2)","100% (2/2)","Man of the match Satyam Mukherje of Aditya School Of Sports Congratulations Boys!!!","Happiness / Joy"
"34YWR3PJ284LT4T89PKZBDGIF5WX0P","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","3UJ1CZ6IZIJEEER43NPQIJR38XZS5T","A3F9N2P4NUUR7S","Approved","Thu Mar 12 08:51:14 PDT 2020","Thu Mar 12 08:52:35 PDT 2020","Sat Mar 14 08:52:35 PDT 2020","Thu Mar 12 08:54:30 PDT 2020","","","81","100% (12/12)","100% (12/12)","100% (12/12)","Man of the match Satyam Mukherje of Aditya School Of Sports Congratulations Boys!!!","Happiness / Joy"
"32CXT5U14GXBUP4GZOMRKLNW4LRU8H","3K17V65Z3MTB787QKE0LDQZV1G9M8F","What emotion does this text convey?","What emotion does this text convey?","Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness","$0.01","Thu Mar 12 08:50:31 PDT 2020","3","BatchId:3953723;OriginalHitTemplateId:928390866;","240","172800","Sun Mar 15 08:50:31 PDT 2020","","","30ZX6P7VF9PTGEPRYAEESBX4S5W2JP","A2TZAXWOB3JMNV","Approved","Thu Mar 12 08:52:03 PDT 2020","Thu Mar 12 08:52:18 PDT 2020","Sat Mar 14 08:52:18 PDT 2020","Thu Mar 12 08:54:29 PDT 2020","","","15","100% (20/20)","100% (20/20)","100% (20/20)","Sprint appreciates active duty & veterans Our manager Brandon was happy to welcome this Verizon couple with Sprint Perks. They were so happy to switch and get the new #S20 they even got the #Galaxy Active 2 watch for 50% off! #SSSOD","Excitement / Anticipation"
